"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
14,"Phase IV Trial to Determine the Safety and Immunogenicity of the WHO Formulation of the 2006-2007 Fluzone® Vaccine","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine (2006-2007 Fluzone® vaccine)","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00389532"
15,"Safety and Immunogenicity of the 2005-2006 Fluzone® Vaccine","Completed","Has Results","Influenza","Biological: Fluzone®: Influenza Virus Vaccine","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00258830"
16,"Safety and Immunogenicity of the World Health Organization (WHO) Formulation of the 2004-2005 Fluzone® Vaccine","Completed","Has Results","Influenza","Biological: Fluzone®: Influenza virus vaccine 2004-2005 formulation","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00831987"
17,"Study to Collect Sera for Immunogenicity Testing in Children Vaccinated With Fluzone®","Completed","Has Results","Influenza","Biological: Influenza virus vaccine (Pediatric formulation)","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00836953"
18,"Phase IV Trial to Collect Safety Data and Sera in Healthy Children Given Fluzone Vaccine","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine (Fluzone®)","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00258817"
19,"Trial to Describe the Safety and Immunogenicity of Fluzone®","Completed","Has Results","Influenza","Biological: Inactivated, Split-Virion Influenza Virus","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00524940"
20,"Study of Safety and Immunogenicity of Fluzone® in Healthy Children","Completed","Has Results","Influenza","Biological: Influenza Vaccine 2004-2005 Paediatric Formulation","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00831675"
21,"Phase IV Trial to Collect Safety Data and Sera for Immunogenicity Testing in Healthy Children Given Fluzone® Vaccine","Completed","Has Results","Influenza","Biological: 2007-2008 Influenza Virus Vaccine","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00561002"
22,"Trivalent Baculovirus-expressed Influenza HA Vaccine in Adults With Non-Hodgkin's B-cell Lymphoma","Completed","No Results Available","Influenza","Biological: Trivalent inactivated influenza vaccine|Biological: Trivalent Baculovirus-expressed Influenza HA vaccine","University of Texas MD Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00307177"
23,"Half vs Full Dose Influenza Vaccine","Completed","No Results Available","Influenza","Biological: Fluzone® (Aventis Pasteur inactivated influenza vaccine)","Pentagon, Washington, District of Columbia, United States|Walter Reed Army Medical Center, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT00283283"
24,"Phase II Study to Investigate the Kinetics of the Immune Response Generated by Influenza Virus Vaccine.","Completed","No Results Available","Influenza","Biological: CAIV-T|Biological: TIV|Biological: Placebo","David M. Radin, MD, Stamford, Connecticut, United States","https://ClinicalTrials.gov/show/NCT00192309"
25,"REDucing Influenza Among University Students, University of California at Berkeley","Completed","No Results Available","Influenza-like Illness|Influenza","Behavioral: Online education","University of California, Berkeley, Berkeley, California, United States","https://ClinicalTrials.gov/show/NCT00448773"
26,"Inactivated Influenza Vaccine in Infants 10-22 Weeks of Age","Completed","No Results Available","Influenza","Biological: Fluzone","Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00231920"
27,"Phase I Safety and Immunogenicity Study of VAX102 [Flagellin.HuM2e] Influenza Vaccine in Healthy Adults","Completed","No Results Available","Influenza Infection","Biological: VAX102 [Flagellin.HuM2e]|Biological: Placebo","Johnson County Clinical Trials, Lenexa, Kansas, United States|Sealy Vaccine Center, UTMB, Galveston, Texas, United States","https://ClinicalTrials.gov/show/NCT00603811"
28,"Safety, Reactogenicity and Immunogenicity of an H5N1 VLP","Completed","No Results Available","Pandemic Influenza","Biological: H5N1 VLP Vaccine|Biological: Placebo","Healthcare Discoveries, Inc., San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT00519389"
29,"Safety and Immune Response to Recombinant Live-Attenuated Influenza H2N2 Virus Vaccine","Completed","No Results Available","Influenza|Virus Diseases","Biological: H2N2 1960 AA ca recombinant vaccine","Johns Hopkins Bayview Medical Center, CIR Unit at the Mason F Lord Building, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00722774"
30,"Safety of and Immune Response to Recombinant Live-Attenuated Influenza H6N1 Virus Vaccine Vaccine","Completed","No Results Available","Influenza|Virus Diseases","Biological: H6N1 Teal HK 97/AA ca recombinant vaccine","Johns Hopkins Bayview Medical Center, CIR Unit at the Mason F Lord Building, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00734175"
31,"Study to Determine a Preference for Fluzone Vaccine Given Intradermally (ID) and Intramuscularly (IM) in Healthy Adults","Completed","Has Results","Influenza","Biological: Fluzone: Influenza virus vaccine","Grove City, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00623181"
32,"H9 Priming Study in Healthy Adults","Completed","No Results Available","Influenza","Biological: Subvirion inactivated influenza A/H9N2 (G9 variant) vaccine","Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00617331"
33,"H5N1 Vaccine Intramuscular Versus Intradermal in Healthy Adults","Completed","No Results Available","Influenza","Biological: Inactivated Influenza A Vaccine A/H5N1","Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00310206"
34,"Trial to Collect Safety Data and Sera for Immunogenicity Testing","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine (Fluzone®)","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00389857"
35,"Safety and Efficacy Study of Fluzone® Vaccine Combined With Different Doses of JVRS-100 Adjuvant","Completed","No Results Available","Influenza","Biological: Fluzone vaccine with JVRS-100 adjuvant|Biological: Fluzone vaccine","Miami Research Associates, Miami, Florida, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States","https://ClinicalTrials.gov/show/NCT00662272"
36,"Trial to Investigate Immune Responses Elicited by a Liquid Formulation of Influenza Virus Vaccine (CAIV-T) in Healthy Children","Completed","No Results Available","Influenza","Biological: CAIV-T 10^7|Biological: CAIVT 10^5|Biological: Placebo|Biological: TIV","Suncoast Clinical Research, Inc., New Port Richey, Florida, United States|Division of Allergy Immunology and Infectious Disease, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00192322"
37,"Open Label Evaluation of H5N1 Vaccine at Vaccine Manufacturing Facilities","Completed","No Results Available","Influenza","Biological: Inactivated Influenza A Vaccine A/H5N1","Sanofi Pasteur, Swiftwater, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00311649"
38,"Safety and Dose Study of Peramivir for Influenza Treatment","Completed","No Results Available","Influenza","Drug: Peramivir","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00297050"
39,"Single Group Study of the Safety of and Immune Response to a Bird Flu Vaccine (H7N3) in Healthy Adults","Completed","No Results Available","Influenza|Virus Diseases","Biological: Live Influenza A Vaccine H7N3 (6-2) AA ca Recombinant (A/chicken/British Columbia/CN-6/2004 x A/Ann Arbor/6/60 ca)","Center for Immunization Research Inpatient Unit, Mason F. Lord Building, 4940 Eastern Avenue, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00516035"
40,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H9N2) in Healthy Adults (Study B)","Completed","No Results Available","Influenza|Virus Diseases","Biological: H9N2 (6-2) AA ca Reassortant (A/Chicken/Hong Kong/G9/97 x A/Ann Arbor/6/60 ca)","Center for Immunization Research Inpatient Unit, Mason F. Lord Building, Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00380237"
41,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H5N1) in Healthy Adults","Completed","No Results Available","Influenza|Virus Diseases","Biological: H5N1 (6-2) AA ca Recombinant (A/VietNam/1203/2004 x A/AnnArbor/6/60/ca)","Center of Immunization Research (CIR), Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00347672"
42,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H9N2) in Healthy Adults (Study A)","Completed","No Results Available","Influenza|Virus Diseases","Biological: H9N2 (6-2) AA ca Reassortant (A/chicken/Hong Kong/G9/97 x A/Ann Arbor/6/60 ca)","Johns Hopkins School of Public Health, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00110279"
43,"Study to Evaluate the Effectiveness of FluMist Vaccination in a School-Based Intervention Program","Completed","No Results Available","Influenza","Biological: FluMist","Division of General Pediatrics, University of Maryland School of Medicine, Baltimore, Maryland, United States|Division of Allergy and Infectious Diseases, University of Washington School of Medicine, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00192218"
44,"Evaluation of Alternative Oseltamivir (Tamiflu) Dosing Strategies.","Completed","No Results Available","Influenza","Drug: Oseltamivir|Drug: Probenecid","VA Palo Alto Health Care System, Palo Alto, California, United States","https://ClinicalTrials.gov/show/NCT00304434"
45,"Immunogenicity and Safety of Trivalent Recombinant Hemagglutinin Influenza Vaccine in Healthy Adults","Completed","No Results Available","Influenza","Biological: Influenza Vaccine, recombinant Hemagglutinin","Rochester Medical Center, Rochester, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|University of Virginia Health System, Charlottesville, Virginia, United States","https://ClinicalTrials.gov/show/NCT00328107"
46,"Immunogenicity and Safety of FluBlok Trivalent Recombinant Hemagglutinin Influenza Vaccine in Healthy Pediatrics","Completed","No Results Available","Influenza","Biological: Influenza Vaccination","Kentucky pediatric /Adult Research, Bardstown, Kentucky, United States|Saint Louis University, Saint Louis, Missouri, United States|Primary Physicians Research, Pittsburg, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00336453"
47,"Single Dose Escalating Study of DAS181 in Adults","Completed","No Results Available","Influenza","Drug: DAS181|Drug: Placebo","Comprehensive Phase One, Miramar, Florida, United States","https://ClinicalTrials.gov/show/NCT00527865"
48,"Open-Label Study of H5 Vaccine in Participants of Protocol 04-077","Completed","Has Results","Influenza","Biological: Inactivated Influenza A/H5N1 Vaccine (sanofi pasteur)","UCLA Center For Vaccine Research, Torrance, California, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT00402649"
49,"Pandemic Influenza Plasmid DNA Vaccines (Needle)","Completed","No Results Available","Influenza","Biological: VCL-IPT1|Biological: VCL-IPM1|Biological: PBS","Accelovance, San Diego, California, United States|SNBL, Baltimore, Maryland, United States|SUNY at Stonybrook, Stony Brook Medical Center, Stony Brook, New York, United States","https://ClinicalTrials.gov/show/NCT00709800"
50,"A Prospective Study to Evaluate the Safety of a New Trivalent Intranasal Influenza Vaccine","Completed","Has Results","Influenza","Biological: Trivalent influenza virus vaccine|Biological: Placebo","Covance, Daytona Beach, Daytona Beach, Florida, United States|Covance, Portland, Portland, Oregon, United States|Covance, Austin, Austin, Texas, United States","https://ClinicalTrials.gov/show/NCT00677820"
51,"Pandemic Influenza Plasmid DNA Vaccines (Needle-Free)","Completed","No Results Available","Influenza","Biological: VCL-IPM1|Biological: VCL-IPT1|Biological: PBS","Accelovance, San Diego, California, United States|SNBL, Baltimore, Maryland, United States|SUNY at Stonybrook, Stony Brook Medical Center, Stony Brook, New York, United States","https://ClinicalTrials.gov/show/NCT00694213"
52,"A Phase I Safety and Immunogenicity Study of Mix and Match of Licensed Flu Vaccine and Flumist","Completed","No Results Available","Influenza","Biological: FluMist|Biological: Fluzone","Saint Louis University, St. Louis, Missouri, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00231907"
53,"Influenza Vaccination in Patients Receiving Antineoplastic Therapy for Non-Hodgkin's Lymphoma","Completed","No Results Available","Lymphoma","Biological: Trivalent Baculovirus-expressed Influenza HA vaccine","U.T.M.D. Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00307710"
54,"Inactivated Influenza A/H5N1 Vaccine in the Elderly","Completed","No Results Available","Influenza","Biological: Influenza A/H5N1 Vaccine|Drug: Placebo","UCLA Center For Vaccine Research, Torrance, California, United States|University of Rochester Medical Center - Strong Memorial Hospital - Infectious Diseases, Rochester, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00230750"
55,"H5 Booster After a Two Dose Schedule","Completed","No Results Available","Influenza","Biological: Inactivated Influenza A/H5N1 Vaccine (sanofi pasteur)","UCLA Center For Vaccine Research, Torrance, California, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|University of Rochester Medical Center - Strong Memorial Hospital - Infectious Diseases, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT00240968"
56,"H5 Adult - Chiron Study of Bird Flu Vaccine","Completed","No Results Available","Influenza","Biological: Aluminum hydroxide|Biological: Inactivated Influenza A/H5N1 Vaccine (Chiron)|Biological: MF-59|Drug: Placebo","Stanford University, Stanford, California, United States|Saint Louis University, St. Louis, Missouri, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT00280033"
57,"Study to Evaluate the Safety of a Monovalent Vaccine of a New 6:2 Reassortant in Healthy Adults (AV024)","Completed","No Results Available","Influenza","Biological: AV024|Other: Placebo","SFBC International Inc, Miami, Florida, United States","https://ClinicalTrials.gov/show/NCT00240877"
58,"H5 Vaccine Alone or With Adjuvant in Healthy Adults","Completed","No Results Available","Influenza","Drug: Aluminum hydroxide|Biological: Inactivated Influenza A/H5N1 Vaccine (sanofi pasteur pre-adsorbed)","University of Maryland Baltimore, Baltimore, Maryland, United States|University of Rochester, Rochester, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00296634"
59,"A/H5N1 Vaccine in Healthy Children Aged 2-9 Years","Completed","No Results Available","Influenza","Biological: Influenza A/H5N1 Vaccine|Drug: Placebo","UCLA Center For Vaccine Research, Torrance, California, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States","https://ClinicalTrials.gov/show/NCT00133536"
60,"Comparative Study of Influenza Vaccines in Adults, FLUVACS-year 4","Completed","Has Results","Influenza","Biological: Fluzone|Biological: Flumist|Other: Physiologic saline","University of Michigan School of Public Heatlh, Ann Arbor, Michigan, United States|Western Michigan University Health Services, Kalamazoo, Michigan, United States|Central Michigan University Health Services, Mount Pleasant, Michigan, United States|Eastern Michigan University Health Services, Ypsilanti, Michigan, United States","https://ClinicalTrials.gov/show/NCT00538512"
61,"Study of the Safety and Immunogenicity of an Influenza Vaccine Administered to Healthy Adults","Completed","Has Results","Influenza Disease; Flu","Biological: Influenza Virus Vaccine","Bardstown, Kentucky, United States|Pittsburgh, Pennsylvania, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT00264576"
62,"Alternative Oseltamivir Dosing Strategies","Completed","No Results Available","Influenza","Drug: Oseltamivir","VA Greater Los Angeles Healthcare System, Los Angeles, California, United States|VA Palo Alto Health Care System, Palo Alto, California, United States|National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States|Brooke Army Medical Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00334529"
63,"Safety and Immunogenicity of Fluzone® Vaccine in Children Who Received 2 Doses of the 2005-2006 Fluzone Formulation.","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine, Fluzone®","Layton, Utah, United States|Pleasant Grove, Utah, United States|Provo, Utah, United States|Salt Lake City, Utah, United States|South Jordan, Utah, United States","https://ClinicalTrials.gov/show/NCT00390884"
64,"Study to Evaluate the Immune Responses of Trivalent Cold-Adapted Influenza Vaccine (CAIV-T) Compared With (TIV)","Completed","No Results Available","Influenza","Biological: CAIV-T|Other: TIV","Wee Care Pediatrics, Layton, Utah, United States|Bear Care Pediatrics, Ogden, Utah, United States|Alpine Pediatrics, Pleasant Grove, Utah, United States|Utah Valley Pediatrics, Provo, Utah, United States|Families First Pediatrics, South Jordan, Utah, United States","https://ClinicalTrials.gov/show/NCT00111579"
65,"Safety and Reactogenicity of FluBlok and Comparison of Immunogenicity, Efficacy and Effectiveness Against TIV","Completed","Has Results","Influenza","Biological: FluBlok Influenza Vaccination|Biological: TIV (Fluzone) Influenza Vaccination","Kaiser Permanente Pediatric Clinic - Fresno, Fresno, California, United States|Kaiser Permanente Pediatric Clinic - Hayward, Hayward, California, United States|Kaiser Permanente Pediatric Clinic - Roseville, Roseville, California, United States|Kaiser Permanente Pediatric Clinic - Sacramento, Sacramento, California, United States|Kaiser Permanente, Honolulu, Hawaii, United States","https://ClinicalTrials.gov/show/NCT00539864"
66,"Dose-Escalating Trial Using Vero Cell-culture Derived H5N1 +/- Aluminum in Adults","Completed","No Results Available","Influenza","Biological: Aluminum hydroxide|Biological: Inactivated Vero cell based whole virus influenza A/H5N1|Drug: Placebo","Stanford University, Stanford, California, United States|UCLA Center For Vaccine Research, Torrance, California, United States|University of Maryland School of Medicine, Baltimore, Maryland, United States|Vanderbilt University, Nashville, Tennessee, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00382980"
67,"Studies of Influenza Vaccine and Tetanus-Pneumococcal Vaccine in HIV-infected Patients Receiving Interleukin-2","Completed","No Results Available","HIV Infections","Drug: Interleukin-2","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States|Hvidovre University Hospital@@@Copenhagen, Denmark, Copenhagen, Denmark","https://ClinicalTrials.gov/show/NCT00050726"
68,"A/H5N1 Dose Ranging Study With Adjuvant Patch","Completed","No Results Available","Pandemic Influenza","Biological: A/H5N1|Biological: Placebo","Solano Clinical Research, Vallejo, California, United States|Miami Research Associates, Miami, Florida, United States|Quintiles Phase One Services, Kansas City, Kansas, United States|Jean Brown Research, Salt Lake City, Utah, United States|Northwest Kinetics, Tacoma, Washington, United States","https://ClinicalTrials.gov/show/NCT00532792"
69,"FLU-VACS Comparative Study in Adults","Completed","No Results Available","Influenza","Biological: Cold-adapted live attenuated influenza virus vaccine, trivalent|Other: Placebo|Biological: Trivalent inactivated influenza vaccine","Ann Arbor West, Ann Arbor, Michigan, United States|University of Michigan, Ann Arbor, Michigan, United States|Western Michigan University Health Services, Kalamazoo, Michigan, United States|Livonia East, Livonia, Michigan, United States|Central Michigan University Health Services, Mt. Pleasant, Michigan, United States|Eastern Michigan University Health Services, Ypsilanti, Michigan, United States","https://ClinicalTrials.gov/show/NCT00133523"
70,"Evaluation of Responses to Fluzone® in Infants ≥ 6 Months of Age Who Did or Did Not Receive Fluzone® at 2 Months of Age","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine","Little Rock, Arkansas, United States|Marietta, Georgia, United States|Durham, North Carolina, United States|Dayton, Ohio, United States|Pittsburgh, Pennsylvania, United States|Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00885105"
71,"A Study of Tamiflu (Oseltamivir) for Seasonal Prophylaxis of Influenza in Children.","Completed","No Results Available","Influenza","Drug: oseltamivir [Tamiflu]","West Palm Beach, Florida, United States|Pittsburgh, Pennsylvania, United States|Jackson, Tennessee, United States|El Paso, Texas, United States|Coquitlam, British Columbia, Canada|Aalborg, Denmark","https://ClinicalTrials.gov/show/NCT00412555"
72,"Safety and Immunogenicity Testing of Influenza Vaccine in Healthy Children 2 Months and 6 Months of Age","Completed","Has Results","Influenza","Biological: Influenza virus vaccine (2004-2005 Formulation)","Little Rock, Arkansas, United States|Marietta, Georgia, United States|Durham, North Carolina, United States|Akron, Ohio, United States|Dayton, Ohio, United States|Pittsburgh, Pennsylvania, United States|Norfolk, Virginia, United States|Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00858468"
73,"Pediatric Safety and Immunogenicity Study of Cell-Culture Derived and Egg-based Subunit Influenza Vaccines in Healthy Children and Adolescents","Completed","Has Results","Influenza","Biological: Cell culture-derived influenza subunit vaccine (cTIV)|Biological: Egg derived influenza subunit vaccine (eTIV)","Site 09, Fayetteville, Arkansas, United States|Site 10, Downey, California, United States|Site 02, Bardstown, Kentucky, United States|Site 14, Metairie, Louisiana, United States|Site 01, St. Louis, Missouri, United States|Site 11, Omaha, Nebraska, United States|Site 04, Edison, New Jersey, United States|Site 05, Endwell, New York, United States|Site 16, Fort Worth, Texas, United States|Site 13, San Angelo, Texas, United States|Site 12, San Antonio, Texas, United States|Site 08, Bountiful, Utah, United States|Site 07, Salt Lake City, Utah, United States|Site 03, Salt Lake City, Utah, United States|Site 06, Burke, Virginia, United States|Site 15, Spokane, Washington, United States|Site 44:Spec. Pediatric Dispensary, Dakovo, Croatia|Site 83, Ljudevita Gaja 2, Djakovo, Croatia|Site 43: Spec. Pediatric Dispensary, Sisak, Croatia|Site 27:Institute of Public Health, Zagreb, Croatia|Site 29: Institute of Public Health, Zagreb, Croatia|Site 40:Spec. Pediatric Dispensary, Zagreb, Croatia|Site 49: Spec. Pediatric Dispensary, Zagreb, Croatia|Site 50: Spec. Pediatric Dispensary, Zagreb, Croatia|Site 86: Spec. Pediatric Dispensary, Zagreb, Croatia|Site 70: Espoon rokotetutkimusklinikka, Heikintori, Espoo, Finland|Site 79: Kokkola Vaccine Research Clinic, Rantakatu 7, Kokkola, Finland|Site 78: Kuopio Vaccine Research Clinic, Microkatu 1,Osa/Section A, 3rd floor PL1188, Kuopio, Finland|Site 71: Etelä-Helsingin rokotetutkimusklinikka, Helsinki, Finland|Site 72: Itä-Helsingin rokotetutkimusklinikka, Helsinki, Finland|Site 76: Järvenpään rokotetutkimusklinikka, Järvenpää, Finland|Site 77: Kotkan rokotetutkimusklinikka, Kotka, Finland|Site 67: Lahden rokotetutkimusklinikka, Lahti, Finland|Site 75: Oulun rokotetutkimusklinikka, Oulu, Finland|Site 68: Porin rokotetutkimusklinikka, Pori, Finland|Site 66: Tampereen rokotetutkimusklinikka, Tampere, Finland|Site 69: Turun rokotetutkimusklinikka, Turku, Finland|Site 73: Itä-Vantaan rokotetutkimusklinikka, Vantaa, Finland|Site 74: Länsi-Vantaan rokotetutkimusklinikka, Vantaa, Finland|Site 57: Házi Gyermekorvosi Rendelő, Budapest, Hungary|Site 53: Heim Pál Gyermekkórház, Budapest, Hungary|Site 52: Ferencvárosi Gyermekorvos Kft., Budapest, Hungary|Site 56: Házi Gyermekorvosi Rendelő, Budapest, Hungary|Site 54: Házi Gyermekorvosi Rendelő, Budapest, Hungary|Site 51: 5053. számú Gyermekorvosi Rendelő, Miskolc, Hungary|Site 55: Revamed kft., Nyíregyháza, Hungary|Site 59: Vas Megyei Markusovszky Lajos, Általános, Rehabilitációs és Gyógyfürdő Kórház, Egyetemi Oktató Kórház, Szombathely, Hungary|Site 42: Dipartimento di Medicina Clinica e Sperimentale - Sezione di Igiene e Medicina Preventiva, Ferrara, Italy|Site 47: Dipartimento Scienze della Salute, Sezione di Igiene e Medicina Preventiva, Univesità di Genova, Genova, Italy|Site 41: Ospedale Maggiore della Carità-Clinica Pediatrica, Novara, Italy|Site 46: USL 2 Perugia, Distretto del perugino, Centro di Salute n. 4 (Madonna Alta) e n. 6 (Ellera di Corciano del distretto del perugino), Perugia, Italy|Site 45: AUSL 7, Ragusa, Italy|Site 35, Kaunas, Lithuania|Site 36, Vilnius, Lithuania|Site 32, Vilnius, Lithuania|Site 34, Vilnius, Lithuania|Site 31, Vilnius, Lithuania|Site 33, Vilnius, Lithuania|Site 25, Campulung Muscel, Arges, Romania|Site 21, Craiova, Dolj, Romania","https://ClinicalTrials.gov/show/NCT00645411"
